period,product_id,starting_inventory_level,starting_inventory_position,order_quantities,interim_inventory_level,interim_inventory_position,demands,sales,unmet_demand
1,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,10.531812951158749,10.531812951158749,0.0
2,0,54.85542999583867,54.85542999583867,10.531812951158749,65.38724294699742,65.38724294699742,97.35417086472712,65.38724294699742,31.966927917729706
3,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,1.8064585932796584,1.8064585932796584,0.0
4,0,63.58078435371776,63.58078435371776,1.8064585932796575,65.38724294699742,65.38724294699742,50.54663944917809,50.54663944917809,0.0
5,0,14.84060349781933,14.84060349781933,50.54663944917809,65.38724294699742,65.38724294699742,78.83162693754254,65.38724294699742,13.44438399054512
6,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,97.00570638591334,65.38724294699742,31.618463438915924
7,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,8.008854876644678,8.008854876644678,0.0
8,0,57.37838807035274,57.37838807035274,8.008854876644676,65.38724294699742,65.38724294699742,84.96170688748748,65.38724294699742,19.574463940490062
9,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,2.3881344528862147,2.3881344528862147,0.0
10,0,62.999108494111205,62.999108494111205,2.388134452886213,65.38724294699742,65.38724294699742,9.46516572232462,9.46516572232462,0.0
11,0,55.9220772246728,55.9220772246728,9.46516572232462,65.38724294699742,65.38724294699742,52.664988445219386,52.664988445219386,0.0
12,0,12.722254501778032,12.722254501778032,52.664988445219386,65.38724294699742,65.38724294699742,76.21664005562576,65.38724294699742,10.829397108628342
13,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,1.3428536570466276,1.3428536570466276,0.0
14,0,64.04438928995079,64.04438928995079,1.342853657046632,65.38724294699742,65.38724294699742,6.887625831248279,6.887625831248279,0.0
15,0,58.49961711574914,58.49961711574914,6.887625831248279,65.38724294699742,65.38724294699742,39.595368664729115,39.595368664729115,0.0
16,0,25.791874282268303,25.791874282268303,39.595368664729115,65.38724294699742,65.38724294699742,83.8249929608038,65.38724294699742,18.43775001380638
17,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,36.3962781985011,36.3962781985011,0.0
18,0,28.990964748496317,28.990964748496317,36.3962781985011,65.38724294699742,65.38724294699742,90.36086009915097,65.38724294699742,24.97361715215355
19,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,10.383976664532724,10.383976664532724,0.0
20,0,55.00326628246469,55.00326628246469,10.383976664532724,65.38724294699742,65.38724294699742,95.95367798433517,65.38724294699742,30.566435037337754
21,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,96.03640174405787,65.38724294699742,30.64915879706045
22,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,34.832698521431915,34.832698521431915,0.0
23,0,30.554544425565503,30.554544425565503,34.832698521431915,65.38724294699742,65.38724294699742,26.51451502526162,26.51451502526162,0.0
24,0,38.8727279217358,38.8727279217358,26.514515025261616,65.38724294699742,65.38724294699742,47.03550205231468,47.03550205231468,0.0
25,0,18.351740894682735,18.351740894682735,47.03550205231468,65.38724294699742,65.38724294699742,53.86035216385579,53.86035216385579,0.0
26,0,11.526890783141631,11.526890783141631,53.86035216385579,65.38724294699742,65.38724294699742,38.0502415714075,38.0502415714075,0.0
27,0,27.33700137558992,27.33700137558992,38.0502415714075,65.38724294699742,65.38724294699742,5.362878387780445,5.362878387780445,0.0
28,0,60.02436455921697,60.02436455921697,5.362878387780448,65.38724294699742,65.38724294699742,68.17410839973626,65.38724294699742,2.7868654527388372
29,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,24.038893909442592,24.038893909442592,0.0
30,0,41.348349037554826,41.348349037554826,24.038893909442592,65.38724294699742,65.38724294699742,69.76134493829346,65.38724294699742,4.374101991296044
31,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,76.10214870593788,65.38724294699742,10.71490575894046
32,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,56.302980119979985,56.302980119979985,0.0
33,0,9.084262827017433,9.084262827017433,56.302980119979985,65.38724294699742,65.38724294699742,73.0597560899294,65.38724294699742,7.672513142931976
34,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,93.83970141746578,65.38724294699742,28.452458470468358
35,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,92.61607152859743,65.38724294699742,27.228828581600013
36,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,41.013163714166566,41.013163714166566,0.0
37,0,24.37407923283085,24.37407923283085,41.013163714166566,65.38724294699742,65.38724294699742,83.41350749699102,65.38724294699742,18.0262645499936
38,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,54.60344053223625,54.60344053223625,0.0
39,0,10.783802414761169,10.783802414761169,54.60344053223625,65.38724294699742,65.38724294699742,22.01279439783006,22.01279439783006,0.0
40,0,43.374448549167354,43.374448549167354,22.012794397830064,65.38724294699742,65.38724294699742,55.23474516186177,55.23474516186177,0.0
41,0,10.152497785135651,10.152497785135651,55.23474516186177,65.38724294699742,65.38724294699742,51.818047676955935,51.818047676955935,0.0
42,0,13.569195270041483,13.569195270041483,51.818047676955935,65.38724294699742,65.38724294699742,50.088181395327844,50.088181395327844,0.0
43,0,15.299061551669574,15.299061551669574,50.088181395327844,65.38724294699742,65.38724294699742,49.48682687347139,49.48682687347139,0.0
44,0,15.900416073526031,15.900416073526031,49.48682687347139,65.38724294699742,65.38724294699742,22.03965067560819,22.03965067560819,0.0
45,0,43.34759227138923,43.34759227138923,22.039650675608186,65.38724294699742,65.38724294699742,5.169276443869064,5.169276443869064,0.0
46,0,60.21796650312835,60.21796650312835,5.169276443869066,65.38724294699742,65.38724294699742,97.59939474256251,65.38724294699742,32.21215179556509
47,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,71.74114526486085,65.38724294699742,6.3539023178634295
48,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,32.30468757274726,32.30468757274726,0.0
49,0,33.082555374250155,33.082555374250155,32.30468757274726,65.38724294699742,65.38724294699742,1.4168940088341242,1.4168940088341242,0.0
50,0,63.97034893816329,63.97034893816329,1.4168940088341273,65.38724294699742,65.38724294699742,24.206528609381916,24.206528609381916,0.0
51,0,41.1807143376155,41.1807143376155,24.20652860938192,65.38724294699742,65.38724294699742,92.03645335229794,65.38724294699742,26.649210405300522
52,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,1.1328853132818395,1.1328853132818395,0.0
53,0,64.25435763371559,64.25435763371559,1.1328853132818324,65.38724294699742,65.38724294699742,18.54158208588592,18.54158208588592,0.0
54,0,46.8456608611115,46.8456608611115,18.54158208588592,65.38724294699742,65.38724294699742,86.80441924053187,65.38724294699742,21.417176293534453
55,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,78.34056769417576,65.38724294699742,12.953324747178343
56,0,0.0,0.0,65.38724294699742,65.38724294699742,65.38724294699742,31.52324192423295,31.52324192423295,0.0
