period,product_id,starting_inventory_level,starting_inventory_position,order_quantities,interim_inventory_level,interim_inventory_position,demands,sales,unmet_demand
1,0,0.0,0.0,0.0,0.0,0.0,15.044175049306974,0.0,15.044175049306974
2,0,0.0,0.0,50.0,50.0,50.0,30.630939888492037,30.630939888492037,0.0
3,0,19.369060111507963,19.369060111507963,12.0,31.369060111507963,31.369060111507963,9.457023284285581,9.457023284285581,0.0
4,0,21.91203682722238,21.91203682722238,0.0,21.91203682722238,21.91203682722238,35.14775147278362,21.91203682722238,13.235714645561238
5,0,0.0,0.0,20.0,20.0,20.0,0.9799245367924869,0.9799245367924869,0.0
6,0,19.02007546320751,19.02007546320751,0.0,19.02007546320751,19.02007546320751,49.193359231055126,19.02007546320751,30.173283767847614
7,0,0.0,0.0,14.0,14.0,14.0,97.75354585797635,14.0,83.75354585797635
8,0,0.0,0.0,26.0,26.0,26.0,95.16732045354111,26.0,69.16732045354111
9,0,0.0,0.0,37.0,37.0,37.0,46.9060012877853,37.0,9.906001287785301
10,0,0.0,0.0,47.0,47.0,47.0,71.00229054797983,47.0,24.002290547979825
11,0,0.0,0.0,56.0,56.0,56.0,41.427963881204754,41.427963881204754,0.0
12,0,14.572036118795246,14.572036118795246,36.0,50.572036118795246,50.572036118795246,72.62158609655879,50.572036118795246,22.04954997776354
13,0,0.0,0.0,43.0,43.0,43.0,10.933824325462426,10.933824325462426,0.0
14,0,32.066175674537575,32.066175674537575,6.0,38.066175674537575,38.066175674537575,20.74130754419783,20.74130754419783,0.0
15,0,17.324868130339745,17.324868130339745,0.0,17.324868130339745,17.324868130339745,15.997532142058136,15.997532142058136,0.0
16,0,1.3273359882816091,1.3273359882816091,0.0,1.3273359882816091,1.3273359882816091,45.28677346573705,1.3273359882816091,43.95943747745544
17,0,0.0,0.0,5.0,5.0,5.0,83.95518106011944,5.0,78.95518106011944
18,0,0.0,0.0,10.0,10.0,10.0,2.3764205952006567,2.3764205952006567,0.0
19,0,7.623579404799344,7.623579404799344,0.0,7.623579404799344,7.623579404799344,79.73611714827469,7.623579404799344,72.11253774347534
20,0,0.0,0.0,5.0,5.0,5.0,15.092913889841553,5.0,10.092913889841553
21,0,0.0,0.0,9.0,9.0,9.0,86.07366671211092,9.0,77.07366671211092
22,0,0.0,0.0,13.0,13.0,13.0,80.4321569106672,13.0,67.4321569106672
23,0,0.0,0.0,17.0,17.0,17.0,99.77779764873625,17.0,82.77779764873625
24,0,0.0,0.0,21.0,21.0,21.0,65.59401606411872,21.0,44.59401606411872
25,0,0.0,0.0,25.0,25.0,25.0,18.931160887373355,18.931160887373355,0.0
26,0,6.0688391126266445,6.0688391126266445,15.0,21.068839112626645,21.068839112626645,35.90609771622499,21.068839112626645,14.837258603598347
27,0,0.0,0.0,18.0,18.0,18.0,37.85809456969063,18.0,19.85809456969063
28,0,0.0,0.0,21.0,21.0,21.0,52.36694730972394,21.0,31.36694730972394
29,0,0.0,0.0,24.0,24.0,24.0,50.18525420584673,24.0,26.185254205846732
30,0,0.0,0.0,27.0,27.0,27.0,83.27103922576113,27.0,56.27103922576113
31,0,0.0,0.0,30.0,30.0,30.0,42.281848202420036,30.0,12.281848202420036
32,0,0.0,0.0,33.0,33.0,33.0,89.87413209614056,33.0,56.874132096140556
33,0,0.0,0.0,36.0,36.0,36.0,74.0657127649839,36.0,38.0657127649839
34,0,0.0,0.0,38.0,38.0,38.0,33.26837270011125,33.26837270011125,0.0
35,0,4.73162729988875,4.73162729988875,31.0,35.73162729988875,35.73162729988875,50.49672377294272,35.73162729988875,14.765096473053973
36,0,0.0,0.0,33.0,33.0,33.0,95.65498695511472,33.0,62.65498695511472
37,0,0.0,0.0,35.0,35.0,35.0,76.6706983915463,35.0,41.670698391546296
38,0,0.0,0.0,37.0,37.0,37.0,40.07835747617655,37.0,3.0783574761765493
39,0,0.0,0.0,39.0,39.0,39.0,40.93630677343716,39.0,1.9363067734371597
40,0,0.0,0.0,41.0,41.0,41.0,73.3198785076649,41.0,32.319878507664896
41,0,0.0,0.0,43.0,43.0,43.0,27.380477044336292,27.380477044336292,0.0
42,0,15.619522955663708,15.619522955663708,25.0,40.61952295566371,40.61952295566371,13.916122480801697,13.916122480801697,0.0
43,0,26.703400474862015,26.703400474862015,0.0,26.703400474862015,26.703400474862015,44.699479866323124,26.703400474862015,17.99607939146111
44,0,0.0,0.0,2.0,2.0,2.0,17.99763233192784,2.0,15.99763233192784
45,0,0.0,0.0,4.0,4.0,4.0,28.365322323803955,4.0,24.365322323803955
46,0,0.0,0.0,6.0,6.0,6.0,52.36589402431985,6.0,46.36589402431985
47,0,0.0,0.0,8.0,8.0,8.0,78.08858623639918,8.0,70.08858623639918
48,0,0.0,0.0,10.0,10.0,10.0,28.58658807436235,10.0,18.58658807436235
49,0,0.0,0.0,12.0,12.0,12.0,35.43382128343683,12.0,23.433821283436828
50,0,0.0,0.0,14.0,14.0,14.0,50.61337194734732,14.0,36.61337194734732
51,0,0.0,0.0,15.0,15.0,15.0,88.98268411460155,15.0,73.98268411460155
52,0,0.0,0.0,16.0,16.0,16.0,59.058578400205164,16.0,43.058578400205164
53,0,0.0,0.0,17.0,17.0,17.0,70.35062397657475,17.0,53.35062397657475
54,0,0.0,0.0,18.0,18.0,18.0,73.27486251432258,18.0,55.27486251432258
55,0,0.0,0.0,19.0,19.0,19.0,19.830734503070737,19.0,0.8307345030707367
56,0,0.0,0.0,20.0,20.0,20.0,20.184996328575977,20.0,0.18499632857597703
57,0,0.0,0.0,21.0,21.0,21.0,6.108839767941509,6.108839767941509,0.0
58,0,14.89116023205849,14.89116023205849,5.0,19.89116023205849,19.89116023205849,76.76539796218162,19.89116023205849,56.874237730123134
59,0,0.0,0.0,6.0,6.0,6.0,86.26248370984203,6.0,80.26248370984203
60,0,0.0,0.0,7.0,7.0,7.0,34.01747622408858,7.0,27.017476224088583
61,0,0.0,0.0,8.0,8.0,8.0,31.334162031993152,8.0,23.334162031993152
62,0,0.0,0.0,9.0,9.0,9.0,21.25272674123888,9.0,12.252726741238881
63,0,0.0,0.0,10.0,10.0,10.0,20.141924899158948,10.0,10.141924899158948
64,0,0.0,0.0,11.0,11.0,11.0,84.83146295444854,11.0,73.83146295444854
65,0,0.0,0.0,12.0,12.0,12.0,55.72909557924777,12.0,43.72909557924777
66,0,0.0,0.0,13.0,13.0,13.0,23.608254721360645,13.0,10.608254721360645
67,0,0.0,0.0,14.0,14.0,14.0,79.71327359016564,14.0,65.71327359016564
68,0,0.0,0.0,15.0,15.0,15.0,90.74154691647834,15.0,75.74154691647834
69,0,0.0,0.0,16.0,16.0,16.0,31.24883459973269,16.0,15.248834599732689
70,0,0.0,0.0,17.0,17.0,17.0,76.934110606401,17.0,59.934110606401006
71,0,0.0,0.0,18.0,18.0,18.0,91.20810186897256,18.0,73.20810186897256
72,0,0.0,0.0,19.0,19.0,19.0,82.11778048919358,19.0,63.11778048919358
73,0,0.0,0.0,20.0,20.0,20.0,8.028142149539653,8.028142149539653,0.0
74,0,11.971857850460347,11.971857850460347,7.0,18.971857850460346,18.971857850460346,25.909064057593,18.971857850460346,6.937206207132654
75,0,0.0,0.0,8.0,8.0,8.0,91.42850388527948,8.0,83.42850388527948
76,0,0.0,0.0,9.0,9.0,9.0,12.047663582386825,9.0,3.047663582386825
77,0,0.0,0.0,10.0,10.0,10.0,91.306290916022,10.0,81.306290916022
78,0,0.0,0.0,11.0,11.0,11.0,51.56739030415426,11.0,40.56739030415426
79,0,0.0,0.0,12.0,12.0,12.0,89.1458507158017,12.0,77.1458507158017
80,0,0.0,0.0,13.0,13.0,13.0,18.66538806485254,13.0,5.665388064852539
81,0,0.0,0.0,14.0,14.0,14.0,89.59587620412483,14.0,75.59587620412483
82,0,0.0,0.0,15.0,15.0,15.0,0.9660457597822192,0.9660457597822192,0.0
83,0,14.033954240217781,14.033954240217781,0.0,14.033954240217781,14.033954240217781,11.394520328991376,11.394520328991376,0.0
84,0,2.639433911226405,2.639433911226405,0.0,2.639433911226405,2.639433911226405,73.32070458071527,2.639433911226405,70.68127066948887
85,0,0.0,0.0,1.0,1.0,1.0,94.52379400406636,1.0,93.52379400406636
86,0,0.0,0.0,2.0,2.0,2.0,21.696547815446042,2.0,19.696547815446042
87,0,0.0,0.0,3.0,3.0,3.0,75.8705257263812,3.0,72.8705257263812
88,0,0.0,0.0,4.0,4.0,4.0,16.1329133079094,4.0,12.132913307909401
89,0,0.0,0.0,5.0,5.0,5.0,35.86555288174282,5.0,30.865552881742822
90,0,0.0,0.0,6.0,6.0,6.0,30.73669555496248,6.0,24.73669555496248
91,0,0.0,0.0,7.0,7.0,7.0,87.29287720464347,7.0,80.29287720464347
92,0,0.0,0.0,8.0,8.0,8.0,77.83571636364226,8.0,69.83571636364226
93,0,0.0,0.0,9.0,9.0,9.0,39.98763009913168,9.0,30.987630099131678
94,0,0.0,0.0,10.0,10.0,10.0,8.73664149854937,8.73664149854937,0.0
95,0,1.2633585014506306,1.2633585014506306,7.0,8.26335850145063,8.26335850145063,98.36826057569871,8.26335850145063,90.10490207424809
96,0,0.0,0.0,8.0,8.0,8.0,91.76791789517638,8.0,83.76791789517638
97,0,0.0,0.0,9.0,9.0,9.0,37.00512299862873,9.0,28.00512299862873
98,0,0.0,0.0,10.0,10.0,10.0,63.244234974292546,10.0,53.244234974292546
99,0,0.0,0.0,11.0,11.0,11.0,12.567925544214642,11.0,1.567925544214642
100,0,0.0,0.0,12.0,12.0,12.0,50.27135900057903,12.0,38.27135900057903
101,0,0.0,0.0,12.0,12.0,12.0,33.049131472273366,12.0,21.049131472273366
102,0,0.0,0.0,12.0,12.0,12.0,67.5177112376878,12.0,55.517711237687806
103,0,0.0,0.0,12.0,12.0,12.0,34.772091728344535,12.0,22.772091728344535
104,0,0.0,0.0,12.0,12.0,12.0,4.307890158317562,4.307890158317562,0.0
105,0,7.692109841682438,7.692109841682438,3.0,10.692109841682438,10.692109841682438,30.90931853266602,10.692109841682438,20.217208690983583
106,0,0.0,0.0,3.0,3.0,3.0,10.963419591784263,3.0,7.9634195917842625
107,0,0.0,0.0,3.0,3.0,3.0,97.6782423761467,3.0,94.6782423761467
108,0,0.0,0.0,3.0,3.0,3.0,79.75177162212067,3.0,76.75177162212067
109,0,0.0,0.0,3.0,3.0,3.0,95.68743636021605,3.0,92.68743636021605
110,0,0.0,0.0,3.0,3.0,3.0,46.99820452771329,3.0,43.99820452771329
111,0,0.0,0.0,3.0,3.0,3.0,46.52310000560522,3.0,43.52310000560522
112,0,0.0,0.0,3.0,3.0,3.0,26.304561594654498,3.0,23.304561594654498
113,0,0.0,0.0,3.0,3.0,3.0,17.52661309820338,3.0,14.52661309820338
114,0,0.0,0.0,3.0,3.0,3.0,17.15791234608458,3.0,14.15791234608458
115,0,0.0,0.0,3.0,3.0,3.0,41.59104193107971,3.0,38.59104193107971
116,0,0.0,0.0,3.0,3.0,3.0,72.87373337460907,3.0,69.87373337460907
117,0,0.0,0.0,3.0,3.0,3.0,67.64179985157523,3.0,64.64179985157523
118,0,0.0,0.0,3.0,3.0,3.0,83.31383600936685,3.0,80.31383600936685
119,0,0.0,0.0,3.0,3.0,3.0,82.15008461989338,3.0,79.15008461989338
120,0,0.0,0.0,3.0,3.0,3.0,19.169034006127404,3.0,16.169034006127404
121,0,0.0,0.0,3.0,3.0,3.0,96.96987166557334,3.0,93.96987166557334
122,0,0.0,0.0,3.0,3.0,3.0,60.01646394513686,3.0,57.01646394513686
123,0,0.0,0.0,3.0,3.0,3.0,80.28227294657998,3.0,77.28227294657998
124,0,0.0,0.0,3.0,3.0,3.0,33.379135216266945,3.0,30.379135216266945
125,0,0.0,0.0,3.0,3.0,3.0,30.23606540227015,3.0,27.23606540227015
126,0,0.0,0.0,3.0,3.0,3.0,7.827209428357618,3.0,4.827209428357618
127,0,0.0,0.0,3.0,3.0,3.0,45.51757973215913,3.0,42.51757973215913
128,0,0.0,0.0,3.0,3.0,3.0,84.03638384781753,3.0,81.03638384781753
129,0,0.0,0.0,3.0,3.0,3.0,68.14023081071682,3.0,65.14023081071682
130,0,0.0,0.0,3.0,3.0,3.0,97.88224237620797,3.0,94.88224237620797
131,0,0.0,0.0,3.0,3.0,3.0,95.66750143792741,3.0,92.66750143792741
132,0,0.0,0.0,3.0,3.0,3.0,41.613403976383644,3.0,38.613403976383644
133,0,0.0,0.0,3.0,3.0,3.0,42.75183855907267,3.0,39.75183855907267
134,0,0.0,0.0,3.0,3.0,3.0,71.92921567884983,3.0,68.92921567884983
135,0,0.0,0.0,3.0,3.0,3.0,15.532282327278857,3.0,12.532282327278857
136,0,0.0,0.0,3.0,3.0,3.0,86.92977145821264,3.0,83.92977145821264
137,0,0.0,0.0,3.0,3.0,3.0,94.99166190571152,3.0,91.99166190571152
138,0,0.0,0.0,3.0,3.0,3.0,66.4813191008896,3.0,63.48131910088961
139,0,0.0,0.0,3.0,3.0,3.0,11.124472551837894,3.0,8.124472551837894
140,0,0.0,0.0,3.0,3.0,3.0,27.003770160860796,3.0,24.003770160860796
141,0,0.0,0.0,3.0,3.0,3.0,37.17242781017012,3.0,34.17242781017012
142,0,0.0,0.0,3.0,3.0,3.0,84.55685191200749,3.0,81.55685191200749
143,0,0.0,0.0,3.0,3.0,3.0,36.65276747104347,3.0,33.65276747104347
144,0,0.0,0.0,3.0,3.0,3.0,64.43644647087356,3.0,61.43644647087356
145,0,0.0,0.0,3.0,3.0,3.0,90.17707256319069,3.0,87.17707256319069
146,0,0.0,0.0,3.0,3.0,3.0,69.23848972346754,3.0,66.23848972346754
147,0,0.0,0.0,3.0,3.0,3.0,15.213291219632685,3.0,12.213291219632685
148,0,0.0,0.0,3.0,3.0,3.0,68.08278460974302,3.0,65.08278460974302
149,0,0.0,0.0,3.0,3.0,3.0,35.83907597039764,3.0,32.83907597039764
150,0,0.0,0.0,3.0,3.0,3.0,26.82720047878965,3.0,23.82720047878965
151,0,0.0,0.0,3.0,3.0,3.0,88.4724513624681,3.0,85.4724513624681
152,0,0.0,0.0,3.0,3.0,3.0,0.47223275603109904,0.47223275603109904,0.0
153,0,2.527767243968901,2.527767243968901,0.0,2.527767243968901,2.527767243968901,69.45672733040053,2.527767243968901,66.92896008643163
154,0,0.0,0.0,0.0,0.0,0.0,66.05997469303163,0.0,66.05997469303163
155,0,0.0,0.0,0.0,0.0,0.0,65.93173936652363,0.0,65.93173936652363
156,0,0.0,0.0,0.0,0.0,0.0,45.365428264767345,0.0,45.365428264767345
157,0,0.0,0.0,0.0,0.0,0.0,90.68300433042815,0.0,90.68300433042815
158,0,0.0,0.0,0.0,0.0,0.0,39.592391852099965,0.0,39.592391852099965
159,0,0.0,0.0,0.0,0.0,0.0,0.6077910889203952,0.0,0.6077910889203952
160,0,0.0,0.0,0.0,0.0,0.0,48.60570217564487,0.0,48.60570217564487
161,0,0.0,0.0,0.0,0.0,0.0,71.34666556507202,0.0,71.34666556507202
162,0,0.0,0.0,0.0,0.0,0.0,65.87993318052679,0.0,65.87993318052679
163,0,0.0,0.0,0.0,0.0,0.0,50.33925546673023,0.0,50.33925546673023
164,0,0.0,0.0,0.0,0.0,0.0,86.07120738818861,0.0,86.07120738818861
165,0,0.0,0.0,0.0,0.0,0.0,85.12174537438992,0.0,85.12174537438992
166,0,0.0,0.0,0.0,0.0,0.0,81.43034671841943,0.0,81.43034671841943
167,0,0.0,0.0,0.0,0.0,0.0,44.734780747435835,0.0,44.734780747435835
168,0,0.0,0.0,0.0,0.0,0.0,63.41328097878047,0.0,63.41328097878047
169,0,0.0,0.0,0.0,0.0,0.0,80.79856433637612,0.0,80.79856433637612
170,0,0.0,0.0,0.0,0.0,0.0,7.005410144187585,0.0,7.005410144187585
171,0,0.0,0.0,0.0,0.0,0.0,9.396269891121978,0.0,9.396269891121978
172,0,0.0,0.0,0.0,0.0,0.0,46.65335015972224,0.0,46.65335015972224
173,0,0.0,0.0,0.0,0.0,0.0,2.8587869517106124,0.0,2.8587869517106124
174,0,0.0,0.0,0.0,0.0,0.0,44.26467044478193,0.0,44.26467044478193
175,0,0.0,0.0,0.0,0.0,0.0,22.08391060819985,0.0,22.08391060819985
176,0,0.0,0.0,0.0,0.0,0.0,69.52689887273222,0.0,69.52689887273222
177,0,0.0,0.0,0.0,0.0,0.0,56.11670455873775,0.0,56.11670455873775
178,0,0.0,0.0,0.0,0.0,0.0,67.73903746515053,0.0,67.73903746515053
179,0,0.0,0.0,0.0,0.0,0.0,38.43343738820734,0.0,38.43343738820734
180,0,0.0,0.0,0.0,0.0,0.0,27.645791276813057,0.0,27.645791276813057
181,0,0.0,0.0,0.0,0.0,0.0,27.178326824969247,0.0,27.178326824969247
182,0,0.0,0.0,0.0,0.0,0.0,41.271624250395064,0.0,41.271624250395064
183,0,0.0,0.0,0.0,0.0,0.0,37.29936526276333,0.0,37.29936526276333
184,0,0.0,0.0,0.0,0.0,0.0,74.51974485660133,0.0,74.51974485660133
185,0,0.0,0.0,0.0,0.0,0.0,19.250094034630717,0.0,19.250094034630717
186,0,0.0,0.0,0.0,0.0,0.0,35.199940670094044,0.0,35.199940670094044
187,0,0.0,0.0,0.0,0.0,0.0,2.130788668670458,0.0,2.130788668670458
188,0,0.0,0.0,0.0,0.0,0.0,62.14422999824214,0.0,62.14422999824214
189,0,0.0,0.0,0.0,0.0,0.0,95.03505923580538,0.0,95.03505923580538
190,0,0.0,0.0,0.0,0.0,0.0,77.82277104735014,0.0,77.82277104735014
191,0,0.0,0.0,0.0,0.0,0.0,95.41197580830173,0.0,95.41197580830173
192,0,0.0,0.0,0.0,0.0,0.0,57.255624946222895,0.0,57.255624946222895
193,0,0.0,0.0,0.0,0.0,0.0,0.2282781162639691,0.0,0.2282781162639691
194,0,0.0,0.0,0.0,0.0,0.0,11.351198480002388,0.0,11.351198480002388
195,0,0.0,0.0,0.0,0.0,0.0,28.243607719932882,0.0,28.243607719932882
196,0,0.0,0.0,0.0,0.0,0.0,9.792665550884816,0.0,9.792665550884816
197,0,0.0,0.0,0.0,0.0,0.0,41.47290973687878,0.0,41.47290973687878
198,0,0.0,0.0,0.0,0.0,0.0,46.69286437178655,0.0,46.69286437178655
